STATEFP,ST_NAME,COUNTYFP,COU_NAME,COUSUBFP,MCD_NAME,PLACEFP,PL_NAME,AIANNHCE,AIA_NAME
36,New York,071,Orange County,48153,Montgomery town,77849,Walden village,9999,
36,New York,071,Orange County,48153,Montgomery town,99999,,9999,
36,New York,071,Orange County,48857,Mount Hope town,55673,Otisville village,9999,
36,New York,071,Orange County,48857,Mount Hope town,99999,,9999,
36,New York,071,Orange County,50045,Newburgh town,99999,,9999,
36,New York,071,Orange County,50848,New Windsor town,99999,,9999,
36,New York,071,Orange County,56185,Palm Tree town,39853,Kiryas Joel village,9999,
36,New York,071,Orange County,75781,Tuxedo town,75779,Tuxedo village,9999,
36,New York,071,Orange County,75781,Tuxedo town,75803,Tuxedo Park village,9999,
36,New York,071,Orange County,77992,Wallkill town,99999,,9999,
36,New York,071,Orange County,78366,Warwick town,26319,Florida village,9999,
36,New York,071,Orange County,78366,Warwick town,30752,Greenwood Lake village,9999,
36,New York,071,Orange County,78366,Warwick town,78355,Warwick village,9999,
36,New York,071,Orange County,78366,Warwick town,99999,,9999,
36,New York,071,Orange County,78839,Wawayanda town,99999,,9999,
36,New York,071,Orange County,82755,Woodbury town,32325,Harriman village,9999,
36,New York,071,Orange County,82755,Woodbury town,82750,Woodbury village,9999,
36,New York,071,Orange County,99999,,47042,Middletown city,9999,
36,New York,071,Orange County,99999,,50034,Newburgh city,9999,
36,New York,071,Orange County,99999,,59388,Port Jervis city,9999,
36,New York,073,Orleans County,01044,Albion town,01033,Albion village,9999,
36,New York,073,Orleans County,01044,Albion town,99999,,9999,
36,New York,073,Orleans County,04572,Barre town,99999,,9999,
36,New York,073,Orleans County,12496,Carlton town,99999,,9999,
36,New York,073,Orleans County,15880,Clarendon town,99999,,9999,
36,New York,073,Orleans County,27958,Gaines town,01033,Albion village,9999,
36,New York,073,Orleans County,27958,Gaines town,99999,,9999,
36,New York,073,Orleans County,39188,Kendall town,99999,,9999,
36,New York,073,Orleans County,49286,Murray town,35155,Holley village,9999,
36,New York,073,Orleans County,49286,Murray town,99999,,9999,
36,New York,073,Orleans County,61742,Ridgeway town,46415,Medina village,9999,
36,New York,073,Orleans County,61742,Ridgeway town,99999,,9999,
36,New York,073,Orleans County,66751,Shelby town,46415,Medina village,9999,
36,New York,073,Orleans County,66751,Shelby town,99999,,9999,
36,New York,073,Orleans County,83448,Yates town,43918,Lyndonville village,9999,
36,New York,073,Orleans County,83448,Yates town,99999,,9999,
36,New York,073,Orleans County,99999,,99999,,9999,
36,New York,075,Oswego County,01055,Albion town,99999,,9999,
36,New York,075,Oswego County,01649,Amboy town,99999,,9999,
36,New York,075,Oswego County,07674,Boylston town,99999,,9999,
36,New York,075,Oswego County,17904,Constantia town,16188,Cleveland village,9999,
36,New York,075,Oswego County,17904,Constantia town,99999,,9999,
36,New York,075,Oswego County,29729,Granby town,99999,,9999,
36,New York,075,Oswego County,32028,Hannibal town,32017,Hannibal village,9999,
36,New York,075,Oswego County,32028,Hannibal town,99999,,9999,
36,New York,075,Oswego County,32688,Hastings town,13585,Central Square village,9999,
36,New York,075,Oswego County,32688,Hastings town,99999,,9999,
36,New York,075,Oswego County,46822,Mexico town,46811,Mexico village,9999,
36,New York,075,Oswego County,46822,Mexico town,99999,,9999,
36,New York,075,Oswego County,47691,Minetto town,99999,,9999,
36,New York,075,Oswego County,50342,New Haven town,99999,,9999,
36,New York,075,Oswego County,55453,Orwell town,99999,,9999,
36,New York,075,Oswego County,55585,Oswego town,99999,,9999,
36,New York,075,Oswego County,56154,Palermo town,99999,,9999,
36,New York,075,Oswego County,56352,Parish town,56341,Parish village,9999,
36,New York,075,Oswego County,56352,Parish town,99999,,9999,
36,New York,075,Oswego County,60873,Redfield town,99999,,9999,
36,New York,075,Oswego County,61533,Richland town,59960,Pulaski village,9999,
36,New York,075,Oswego County,61533,Richland town,99999,,9999,
36,New York,075,Oswego County,65079,Sandy Creek town,40200,Lacona village,9999,
36,New York,075,Oswego County,65079,Sandy Creek town,65068,Sandy Creek village,9999,
36,New York,075,Oswego County,65079,Sandy Creek town,99999,,9999,
36,New York,075,Oswego County,65618,Schroeppel town,57661,Phoenix village,9999,
36,New York,075,Oswego County,65618,Schroeppel town,99999,,9999,
36,New York,075,Oswego County,65992,Scriba town,99999,,9999,
36,New York,075,Oswego County,77662,Volney town,99999,,9999,
36,New York,075,Oswego County,80500,West Monroe town,99999,,9999,
36,New York,075,Oswego County,82073,Williamstown town,99999,,9999,
36,New York,075,Oswego County,99999,,27815,Fulton city,9999,
36,New York,075,Oswego County,99999,,55574,Oswego city,9999,
36,New York,075,Oswego County,99999,,99999,,9999,
36,New York,077,Otsego County,11209,Burlington town,99999,,9999,
36,New York,077,Otsego County,11528,Butternuts town,28959,Gilbertsville village,9999,
36,New York,077,Otsego County,11528,Butternuts town,99999,,9999,
36,New York,077,Otsego County,15253,Cherry Valley town,15242,Cherry Valley village,9999,
36,New York,077,Otsego County,15253,Cherry Valley town,99999,,9999,
36,New York,077,Otsego County,19895,Decatur town,99999,,9999,
36,New York,077,Otsego County,23613,Edmeston town,99999,,9999,
36,New York,077,Otsego County,24845,Exeter town,99999,,9999,
36,New York,077,Otsego County,32589,Hartwick town,99999,,9999,
36,New York,077,Otsego County,41531,Laurens town,41520,Laurens village,9999,
36,New York,077,Otsego County,41531,Laurens town,99999,,9999,
36,New York,077,Otsego County,45920,Maryland town,99999,,9999,
36,New York,077,Otsego County,46910,Middlefield town,18047,Cooperstown village,9999,
36,New York,077,Otsego County,46910,Middlefield town,99999,,9999,
36,New York,077,Otsego County,47240,Milford town,47229,Milford village,9999,
36,New York,077,Otsego County,47240,Milford town,99999,,9999,
36,New York,077,Otsego County,48494,Morris town,48483,Morris village,9999,
36,New York,077,Otsego County,48494,Morris town,99999,,9999,
36,New York,077,Otsego County,50485,New Lisbon town,99999,,9999,
36,New York,077,Otsego County,54892,Oneonta town,99999,,9999,
36,New York,077,Otsego County,55629,Otego town,55618,Otego village,9999,
36,New York,077,Otsego County,55629,Otego town,99999,,9999,
36,New York,077,Otsego County,55695,Otsego town,18047,Cooperstown village,9999,
36,New York,077,Otsego County,55695,Otsego town,99999,,9999,
36,New York,077,Otsego County,58343,Pittsfield town,99999,,9999,
36,New York,077,Otsego County,58420,Plainfield town,99999,,9999,
36,New York,077,Otsego County,61467,Richfield town,61489,Richfield Springs village,9999,
36,New York,077,Otsego County,61467,Richfield town,99999,,9999,
36,New York,077,Otsego County,63638,Roseboom town,99999,,9999,
36,New York,077,Otsego County,70310,Springfield town,99999,,9999,
36,New York,077,Otsego County,76012,Unadilla town,76001,Unadilla village,9999,
36,New York,077,Otsego County,76012,Unadilla town,99999,,9999,
36,New York,077,Otsego County,79972,Westford town,99999,,9999,
36,New York,077,Otsego County,83129,Worcester town,99999,,9999,
36,New York,077,Otsego County,99999,,54881,Oneonta city,9999,
36,New York,079,Putnam County,12529,Carmel town,99999,,9999,
36,New York,079,Putnam County,39331,Kent town,99999,,9999,
36,New York,079,Putnam County,56748,Patterson town,99999,,9999,
36,New York,079,Putnam County,57584,Philipstown town,16936,Cold Spring village,9999,
36,New York,079,Putnam County,57584,Philipstown town,49781,Nelsonville village,9999,
36,New York,079,Putnam County,57584,Philipstown town,99999,,9999,
36,New York,079,Putnam County,60147,Putnam Valley town,99999,,9999,
36,New York,079,Putnam County,68924,Southeast town,08070,Brewster village,9999,
36,New York,079,Putnam County,68924,Southeast town,99999,,9999,
36,New York,081,Queens County,99999,,51000,New York city,9999,
36,New York,083,Rensselaer County,06189,Berlin town,99999,,9999,
36,New York,083,Rensselaer County,10275,Brunswick town,99999,,9999,
36,New York,083,Rensselaer County,22117,East Greenbush town,99999,,9999,
36,New York,083,Rensselaer County,29674,Grafton town,99999,,9999,
36,New York,083,Rensselaer County,35463,Hoosick town,35474,Hoosick Falls village,9999,
36,New York,083,Rensselaer County,35463,Hoosick town,99999,,9999,
36,New York,083,Rensselaer County,49517,Nassau town,22557,East Nassau village,9999,
36,New York,083,Rensselaer County,49517,Nassau town,49506,Nassau village,9999,
36,New York,083,Rensselaer County,49517,Nassau town,99999,,9999,
36,New York,083,Rensselaer County,52100,North Greenbush town,99999,,9999,
36,New York,083,Rensselaer County,57441,Petersburgh town,99999,,9999,
36,New York,083,Rensselaer County,58398,Pittstown town,76672,Valley Falls village,9999,
36,New York,083,Rensselaer County,58398,Pittstown town,99999,,9999,
36,New York,083,Rensselaer County,58805,Poestenkill town,99999,,9999,
36,New York,083,Rensselaer County,65013,Sand Lake town,99999,,9999,
36,New York,083,Rensselaer County,65486,Schaghticoke town,65475,Schaghticoke village,9999,
36,New York,083,Rensselaer County,65486,Schaghticoke town,76672,Valley Falls village,9999,
36,New York,083,Rensselaer County,65486,Schaghticoke town,99999,,9999,
36,New York,083,Rensselaer County,65541,Schodack town,12870,Castleton-on-Hudson village,9999,
36,New York,083,Rensselaer County,65541,Schodack town,49506,Nassau village,9999,
36,New York,083,Rensselaer County,65541,Schodack town,99999,,9999,
36,New York,083,Rensselaer County,71102,Stephentown town,99999,,9999,
36,New York,083,Rensselaer County,99999,,61148,Rensselaer city,9999,
36,New York,083,Rensselaer County,99999,,75484,Troy city,9999,
36,New York,085,Richmond County,99999,,51000,New York city,9999,
36,New York,087,Rockland County,15968,Clarkstown town,54100,Nyack village,9999,
36,New York,087,Rockland County,15968,Clarkstown town,70420,Spring Valley village,9999,
36,New York,087,Rockland County,15968,Clarkstown town,76386,Upper Nyack village,9999,
36,New York,087,Rockland County,15968,Clarkstown town,99999,,9999,
36,New York,087,Rockland County,32765,Haverstraw town,32754,Haverstraw village,9999,
36,New York,087,Rockland County,32765,Haverstraw town,58992,Pomona village,9999,
36,New York,087,Rockland County,32765,Haverstraw town,80203,West Haverstraw village,9999,
36,New York,087,Rockland County,32765,Haverstraw town,99999,,9999,
36,New York,087,Rockland County,55211,Orangetown town,29872,Grand View-on-Hudson village,9999,
36,New York,087,Rockland County,55211,Orangetown town,54100,Nyack village,9999,
36,New York,087,Rockland County,55211,Orangetown town,57749,Piermont village,9999,
36,New York,087,Rockland County,55211,Orangetown town,99999,,9999,
36,New York,087,Rockland County,60510,Ramapo town,00408,Airmont village,9999,
36,New York,087,Rockland County,60510,Ramapo town,15400,Chestnut Ridge village,9999,
36,New York,087,Rockland County,60510,Ramapo town,34660,Hillburn village,9999,
36,New York,087,Rockland County,60510,Ramapo town,38934,Kaser village,9999,
36,New York,087,Rockland County,60510,Ramapo town,48090,Montebello village,9999,
36,New York,087,Rockland County,60510,Ramapo town,50353,New Hempstead village,9999,
36,New York,087,Rockland County,60510,Ramapo town,50705,New Square village,9999,
36,New York,087,Rockland County,60510,Ramapo town,58992,Pomona village,9999,
36,New York,087,Rockland County,60510,Ramapo town,67708,Sloatsburg village,9999,
36,New York,087,Rockland County,60510,Ramapo town,70420,Spring Valley village,9999,
36,New York,087,Rockland County,60510,Ramapo town,71894,Suffern village,9999,
36,New York,087,Rockland County,60510,Ramapo town,79174,Wesley Hills village,9999,
36,New York,087,Rockland County,60510,Ramapo town,99999,,9999,
36,New York,087,Rockland County,71674,Stony Point town,99999,,9999,
36,New York,089,St. Lawrence County,07938,Brasher town,99999,,9999,
36,New York,089,St. Lawrence County,12342,Canton town,12331,Canton village,9999,
36,New York,089,St. Lawrence County,12342,Canton town,61159,Rensselaer Falls village,9999,
36,New York,089,St. Lawrence County,12342,Canton town,99999,,9999,
36,New York,089,St. Lawrence County,15792,Clare town,99999,,9999,
36,New York,089,St. Lawrence County,16287,Clifton town,99999,,9999,
36,New York,089,St. Lawrence County,17409,Colton town,99999,,9999,
36,New York,089,St. Lawrence County,20038,De Kalb town,61621,Richville village,9999,
36,New York,089,St. Lawrence County,20038,De Kalb town,99999,,9999,
36,New York,089,St. Lawrence County,20335,De Peyster town,99999,,9999,
36,New York,089,St. Lawrence County,23646,Edwards town,99999,,9999,
36,New York,089,St. Lawrence County,25791,Fine town,99999,,9999,
36,New York,089,St. Lawrence County,27100,Fowler town,99999,,9999,
36,New York,089,St. Lawrence County,29608,Gouverneur town,29597,Gouverneur village,9999,
36,New York,089,St. Lawrence County,29608,Gouverneur town,99999,,9999,
36,New York,089,St. Lawrence County,31841,Hammond town,31830,Hammond village,9999,
36,New York,089,St. Lawrence County,31841,Hammond town,99999,,9999,
36,New York,089,St. Lawrence County,34176,Hermon town,99999,,9999,
36,New York,089,St. Lawrence County,35595,Hopkinton town,99999,,9999,
36,New York,089,St. Lawrence County,41564,Lawrence town,99999,,9999,
36,New York,089,St. Lawrence County,42631,Lisbon town,99999,,9999,
36,New York,089,St. Lawrence County,43588,Louisville town,46019,Massena village,9999,
36,New York,089,St. Lawrence County,43588,Louisville town,99999,,9999,
36,New York,089,St. Lawrence County,44391,Macomb town,99999,,9999,
36,New York,089,St. Lawrence County,44490,Madrid town,99999,,9999,
36,New York,089,St. Lawrence County,46030,Massena town,46019,Massena village,9999,
36,New York,089,St. Lawrence County,46030,Massena town,99999,,9999,
36,New York,089,St. Lawrence County,48582,Morristown town,99999,,9999,
36,New York,089,St. Lawrence County,51330,Norfolk town,46019,Massena village,9999,
36,New York,089,St. Lawrence County,51330,Norfolk town,54012,Norwood village,9999,
36,New York,089,St. Lawrence County,51330,Norfolk town,99999,,9999,
36,New York,089,St. Lawrence County,55563,Oswegatchie town,34264,Heuvelton village,9999,
36,New York,089,St. Lawrence County,55563,Oswegatchie town,99999,,9999,
36,New York,089,St. Lawrence County,56374,Parishville town,99999,,9999,
36,New York,089,St. Lawrence County,57716,Piercefield town,99999,,9999,
36,New York,089,St. Lawrence County,57771,Pierrepont town,99999,,9999,
36,New York,089,St. Lawrence County,58266,Pitcairn town,99999,,9999,
36,New York,089,St. Lawrence County,59575,Potsdam town,54012,Norwood village,9999,
36,New York,089,St. Lawrence County,59575,Potsdam town,59564,Potsdam village,9999,
36,New York,089,St. Lawrence County,59575,Potsdam town,99999,,9999,
36,New York,089,St. Lawrence County,63858,Rossie town,99999,,9999,
36,New York,089,St. Lawrence County,64221,Russell town,99999,,9999,
36,New York,089,St. Lawrence County,71410,Stockholm town,99999,,9999,
36,New York,089,St. Lawrence County,77739,Waddington town,77728,Waddington village,9999,
36,New York,089,St. Lawrence County,77739,Waddington town,99999,,9999,
36,New York,089,St. Lawrence County,99999,,54485,Ogdensburg city,9999,
36,New York,091,Saratoga County,04220,Ballston town,04253,Ballston Spa village,9999,
36,New York,091,Saratoga County,04220,Ballston town,99999,,9999,
36,New York,091,Saratoga County,13926,Charlton town,99999,,9999,
36,New York,091,Saratoga County,16353,Clifton Park town,99999,,9999,
36,New York,091,Saratoga County,18223,Corinth town,18212,Corinth village,9999,
36,New York,091,Saratoga County,18223,Corinth town,99999,,9999,
36,New York,091,Saratoga County,19807,Day town,99999,,9999,
36,New York,091,Saratoga County,23591,Edinburg town,99999,,9999,
36,New York,091,Saratoga County,28112,Galway town,28101,Galway village,9999,
36,New York,091,Saratoga County,28112,Galway town,99999,,9999,
36,New York,091,Saratoga County,30444,Greenfield town,99999,,9999,
36,New York,091,Saratoga County,31269,Hadley town,99999,,9999,
36,New York,091,Saratoga County,31489,Halfmoon town,99999,,9999,
36,New York,091,Saratoga County,44743,Malta town,63957,Round Lake village,9999,
36,New York,091,Saratoga County,44743,Malta town,99999,,9999,
36,New York,091,Saratoga County,47537,Milton town,04253,Ballston Spa village,9999,
36,New York,091,Saratoga County,47537,Milton town,99999,,9999,
36,New York,091,Saratoga County,48318,Moreau town,69078,South Glens Falls village,9999,
36,New York,091,Saratoga County,48318,Moreau town,99999,,9999,
36,New York,091,Saratoga County,53737,Northumberland town,99999,,9999,
36,New York,091,Saratoga County,59949,Providence town,99999,,9999,
36,New York,091,Saratoga County,65244,Saratoga town,65750,Schuylerville village,9999,
36,New York,091,Saratoga County,65244,Saratoga town,77431,Victory village,9999,
36,New York,091,Saratoga County,65244,Saratoga town,99999,,9999,
36,New York,091,Saratoga County,71333,Stillwater town,71322,Stillwater village,9999,
36,New York,091,Saratoga County,71333,Stillwater town,99999,,9999,
36,New York,091,Saratoga County,78531,Waterford town,78520,Waterford village,9999,
36,New York,091,Saratoga County,78531,Waterford town,99999,,9999,
36,New York,091,Saratoga County,82403,Wilton town,99999,,9999,
36,New York,091,Saratoga County,99999,,46360,Mechanicville city,9999,
36,New York,091,Saratoga County,99999,,65255,Saratoga Springs city,9999,
36,New York,093,Schenectady County,21006,Duanesburg town,20082,Delanson village,9999,
36,New York,093,Schenectady County,21006,Duanesburg town,99999,,9999,
36,New York,093,Schenectady County,29366,Glenville town,65893,Scotia village,9999,
36,New York,093,Schenectady County,29366,Glenville town,99999,,9999,
36,New York,093,Schenectady County,51264,Niskayuna town,99999,,9999,
36,New York,093,Schenectady County,59861,Princetown town,99999,,9999,
36,New York,093,Schenectady County,63935,Rotterdam town,99999,,9999,
36,New York,093,Schenectady County,99999,,65508,Schenectady city,9999,
36,New York,095,Schoharie County,06893,Blenheim town,99999,,9999,
36,New York,095,Schoharie County,10154,Broome town,99999,,9999,
36,New York,095,Schoharie County,12452,Carlisle town,99999,,9999,
36,New York,095,Schoharie County,16639,Cobleskill town,16628,Cobleskill village,9999,
36,New York,095,Schoharie County,16639,Cobleskill town,99999,,9999,
36,New York,095,Schoharie County,17651,Conesville town,99999,,9999,
36,New York,095,Schoharie County,24724,Esperance town,24713,Esperance village,9999,
36,New York,095,Schoharie County,24724,Esperance town,99999,,9999,
36,New York,095,Schoharie County,27826,Fulton town,99999,,9999,
36,New York,095,Schoharie County,28981,Gilboa town,99999,,9999,
36,New York,095,Schoharie County,38440,Jefferson town,99999,,9999,
36,New York,095,Schoharie County,46855,Middleburgh town,46866,Middleburgh village,9999,
36,New York,095,Schoharie County,46855,Middleburgh town,99999,,9999,
36,New York,095,Schoharie County,61599,Richmondville town,61588,Richmondville village,9999,
36,New York,095,Schoharie County,61599,Richmondville town,99999,,9999,
36,New York,095,Schoharie County,65596,Schoharie town,65585,Schoharie village,9999,
36,New York,095,Schoharie County,65596,Schoharie town,99999,,9999,
36,New York,095,Schoharie County,66542,Seward town,99999,,9999,
36,New York,095,Schoharie County,66641,Sharon town,66663,Sharon Springs village,9999,
36,New York,095,Schoharie County,66641,Sharon town,99999,,9999,
36,New York,095,Schoharie County,72070,Summit town,99999,,9999,
36,New York,095,Schoharie County,83195,Wright town,99999,,9999,
36,New York,097,Schuyler County,12914,Catharine town,54452,Odessa village,9999,
36,New York,097,Schuyler County,12914,Catharine town,99999,,9999,
36,New York,097,Schuyler County,13112,Cayuta town,99999,,9999,
36,New York,097,Schuyler County,20676,Dix town,48197,Montour Falls village,9999,
36,New York,097,Schuyler County,20676,Dix town,78696,Watkins Glen village,9999,
36,New York,097,Schuyler County,20676,Dix town,99999,,9999,
36,New York,097,Schuyler County,33073,Hector town,11132,Burdett village,9999,
36,New York,097,Schuyler County,33073,Hector town,99999,,9999,
36,New York,097,Schuyler County,48186,Montour town,48197,Montour Falls village,9999,
36,New York,097,Schuyler County,48186,Montour town,54452,Odessa village,9999,
36,New York,097,Schuyler County,48186,Montour town,99999,,9999,
36,New York,097,Schuyler County,55156,Orange town,99999,,9999,
36,New York,097,Schuyler County,60763,Reading town,78696,Watkins Glen village,9999,
36,New York,097,Schuyler County,60763,Reading town,99999,,9999,
36,New York,097,Schuyler County,75924,Tyrone town,99999,,9999,
36,New York,099,Seneca County,18663,Covert town,37528,Interlaken village,9999,
36,New York,099,Seneca County,18663,Covert town,99999,,8100,
36,New York,099,Seneca County,18663,Covert town,99999,,9999,
36,New York,099,Seneca County,25505,Fayette town,78553,Waterloo village,9999,
36,New York,099,Seneca County,25505,Fayette town,99999,,8100,
36,New York,099,Seneca County,25505,Fayette town,99999,,9999,
36,New York,099,Seneca County,38858,Junius town,99999,,8100,
36,New York,099,Seneca County,38858,Junius town,99999,,9999,
36,New York,099,Seneca County,43225,Lodi town,43214,Lodi village,9999,
36,New York,099,Seneca County,43225,Lodi town,99999,,8100,
36,New York,099,Seneca County,43225,Lodi town,99999,,9999,
36,New York,099,Seneca County,55827,Ovid town,55816,Ovid village,9999,
36,New York,099,Seneca County,55827,Ovid town,99999,,8100,
36,New York,099,Seneca County,55827,Ovid town,99999,,9999,
36,New York,099,Seneca County,63440,Romulus town,55816,Ovid village,9999,
36,New York,099,Seneca County,63440,Romulus town,99999,,8100,
36,New York,099,Seneca County,63440,Romulus town,99999,,9999,
36,New York,099,Seneca County,66333,Seneca Falls town,78553,Waterloo village,9999,
36,New York,099,Seneca County,66333,Seneca Falls town,99999,,8100,
36,New York,099,Seneca County,66333,Seneca Falls town,99999,,9999,
36,New York,099,Seneca County,75902,Tyre town,99999,,8100,
36,New York,099,Seneca County,75902,Tyre town,99999,,9999,
36,New York,099,Seneca County,76958,Varick town,99999,,8100,
36,New York,099,Seneca County,76958,Varick town,99999,,9999,
36,New York,099,Seneca County,78564,Waterloo town,78553,Waterloo village,9999,
36,New York,099,Seneca County,78564,Waterloo town,99999,,9999,
36,New York,099,Seneca County,99999,,28640,Geneva city,9999,
36,New York,101,Steuben County,00287,Addison town,00276,Addison village,9999,
36,New York,101,Steuben County,00287,Addison town,99999,,9999,
36,New York,101,Steuben County,03342,Avoca town,03331,Avoca village,9999,
36,New York,101,Steuben County,03342,Avoca town,99999,,9999,
36,New York,101,Steuben County,04770,Bath town,04759,Bath village,9999,
36,New York,101,Steuben County,04770,Bath town,65354,Savona village,9999,
36,New York,101,Steuben County,04770,Bath town,99999,,9999,
36,New York,101,Steuben County,07740,Bradford town,99999,,9999,
36,New York,101,Steuben County,11880,Cameron town,99999,,9999,
36,New York,101,Steuben County,11946,Campbell town,99999,,9999,
36,New York,101,Steuben County,12265,Canisteo town,12254,Canisteo village,9999,
36,New York,101,Steuben County,12265,Canisteo town,99999,,9999,
36,New York,101,Steuben County,12991,Caton town,99999,,9999,
36,New York,101,Steuben County,16738,Cohocton town,16727,Cohocton village,9999,
36,New York,101,Steuben County,16738,Cohocton town,99999,,9999,
36,New York,101,Steuben County,18267,Corning town,62061,Riverside village,9999,
36,New York,101,Steuben County,18267,Corning town,68847,South Corning village,9999,
36,New York,101,Steuben County,18267,Corning town,99999,,9999,
36,New York,101,Steuben County,19675,Dansville town,99999,,9999,
36,New York,101,Steuben County,24647,Erwin town,56088,Painted Post village,9999,
36,New York,101,Steuben County,24647,Erwin town,99999,,9999,
36,New York,101,Steuben County,27551,Fremont town,99999,,9999,
36,New York,101,Steuben County,30741,Greenwood town,99999,,9999,
36,New York,101,Steuben County,32567,Hartsville town,99999,,9999,
36,New York,101,Steuben County,35661,Hornby town,99999,,9999,
36,New York,101,Steuben County,35683,Hornellsville town,01440,Almond village,9999,
36,New York,101,Steuben County,35683,Hornellsville town,02583,Arkport village,9999,
36,New York,101,Steuben County,35683,Hornellsville town,53055,North Hornell village,9999,
36,New York,101,Steuben County,35683,Hornellsville town,99999,,9999,
36,New York,101,Steuben County,35837,Howard town,99999,,9999,
36,New York,101,Steuben County,38319,Jasper town,99999,,9999,
36,New York,101,Steuben County,42576,Lindley town,99999,,9999,
36,New York,101,Steuben County,59718,Prattsburgh town,99999,,9999,
36,New York,101,Steuben County,59982,Pulteney town,99999,,9999,
36,New York,101,Steuben County,60653,Rathbone town,99999,,9999,
36,New York,101,Steuben County,73836,Thurston town,99999,,9999,
36,New York,101,Steuben County,75440,Troupsburg town,99999,,9999,
36,New York,101,Steuben County,75737,Tuscarora town,99999,,9999,
36,New York,101,Steuben County,76496,Urbana town,31852,Hammondsport village,9999,
36,New York,101,Steuben County,76496,Urbana town,99999,,9999,
36,New York,101,Steuben County,78861,Wayland town,78850,Wayland village,9999,
36,New York,101,Steuben County,78861,Wayland town,99999,,9999,
36,New York,101,Steuben County,78883,Wayne town,99999,,9999,
36,New York,101,Steuben County,81105,West Union town,99999,,9999,
36,New York,101,Steuben County,81457,Wheeler town,99999,,9999,
36,New York,101,Steuben County,82843,Woodhull town,99999,,9999,
36,New York,101,Steuben County,99999,,18256,Corning city,9999,
36,New York,101,Steuben County,99999,,35672,Hornell city,9999,
36,New York,103,Suffolk County,04000,Babylon town,02044,Amityville village,9999,
36,New York,103,Suffolk County,04000,Babylon town,03408,Babylon village,9999,
36,New York,103,Suffolk County,04000,Babylon town,42554,Lindenhurst village,9999,
36,New York,103,Suffolk County,04000,Babylon town,99999,,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,05672,Belle Terre village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,05771,Bellport village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,40530,Lake Grove village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,54617,Old Field village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,56660,Patchogue village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,59157,Poquott village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,59355,Port Jefferson village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,67191,Shoreham village,9999,
36,New York,103,Suffolk County,10000,Brookhaven town,99999,,9999,
36,New York,103,Suffolk County,22194,East Hampton town,22183,East Hampton village,9999,
36,New York,103,Suffolk County,22194,East Hampton town,64485,Sag Harbor village,9999,
36,New York,103,Suffolk County,22194,East Hampton town,99999,,9999,
36,New York,103,Suffolk County,37000,Huntington town,02737,Asharoken village,9999,
36,New York,103,Suffolk County,37000,Huntington town,37022,Huntington Bay village,9999,
36,New York,103,Suffolk County,37000,Huntington town,43005,Lloyd Harbor village,9999,
36,New York,103,Suffolk County,37000,Huntington town,53396,Northport village,9999,
36,New York,103,Suffolk County,37000,Huntington town,99999,,9999,
36,New York,103,Suffolk County,38000,Islip town,08323,Brightwaters village,9999,
36,New York,103,Suffolk County,38000,Islip town,37840,Islandia village,9999,
36,New York,103,Suffolk County,38000,Islip town,54430,Ocean Beach village,9999,
36,New York,103,Suffolk County,38000,Islip town,64881,Saltaire village,9999,
36,New York,103,Suffolk County,38000,Islip town,99999,,9999,
36,New York,103,Suffolk County,61984,Riverhead town,99999,,9999,
36,New York,103,Suffolk County,66839,Shelter Island town,20379,Dering Harbor village,9999,
36,New York,103,Suffolk County,66839,Shelter Island town,99999,,9999,
36,New York,103,Suffolk County,68000,Smithtown town,32963,Head of the Harbor village,9999,
36,New York,103,Suffolk County,68000,Smithtown town,51286,Nissequogue village,9999,
36,New York,103,Suffolk County,68000,Smithtown town,77519,Village of the Branch village,9999,
36,New York,103,Suffolk County,68000,Smithtown town,99999,,9999,
36,New York,103,Suffolk County,68473,Southampton town,52188,North Haven village,9999,
36,New York,103,Suffolk County,68473,Southampton town,60422,Quogue village,9999,
36,New York,103,Suffolk County,68473,Southampton town,64452,Sagaponack village,9999,
36,New York,103,Suffolk County,68473,Southampton town,64485,Sag Harbor village,9999,
36,New York,103,Suffolk County,68473,Southampton town,68462,Southampton village,9999,
36,New York,103,Suffolk County,68473,Southampton town,80181,Westhampton Beach village,9999,
36,New York,103,Suffolk County,68473,Southampton town,80186,West Hampton Dunes village,9999,
36,New York,103,Suffolk County,68473,Southampton town,99999,,9999,
36,New York,103,Suffolk County,69463,Southold town,30576,Greenport village,9999,
36,New York,103,Suffolk County,69463,Southold town,99999,,9999,
36,New York,103,Suffolk County,99999,,99999,,9300,
36,New York,103,Suffolk County,99999,,99999,,9370,
36,New York,105,Sullivan County,06310,Bethel town,99999,,9999,
36,New York,105,Sullivan County,11759,Callicoon town,38506,Jeffersonville village,9999,
36,New York,105,Sullivan County,11759,Callicoon town,99999,,9999,
36,New York,105,Sullivan County,16661,Cochecton town,99999,,9999,
36,New York,105,Sullivan County,20104,Delaware town,99999,,9999,
36,New York,105,Sullivan County,25241,Fallsburg town,82953,Woodridge village,9999,
